Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3939126,,0,523.94,2,5.03,BDBM192205,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1c(F)ccc(F)c1F,Ki,'=',4.3,nM,8.37,,344099,UO_0000065,15.97,0.32,3.34,9.14,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3956343,,0,484,0,4.86,BDBM192152,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NCc1ccccc1)N(CC(C)C)C(C)=O,Ki,'=',4000,nM,5.4,,344059,UO_0000065,11.15,0.22,0.54,5.9,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3627750,,0,1563.77,None,None,P53,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O,Ki,'=',1820,nM,5.74,,,UO_0000065,3.67,None,None,None,FALSE,CHEMBL3629966,Inhibition of human MDM2 (17 to 125 residues) assessed as apparent inhibition constant for reduction in MDM2 interaction with FAM-LTFEHYWAQLTS-CONH2 peptide incubated for 30 mins by fluorescence polarisation assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3627641,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3627746,,0,561.44,2,5.48,20,O=C(N[C@@H](CCCn1cc(-c2ccc(Br)cc2)nn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,Ki,'=',690,nM,6.16,,,UO_0000065,10.97,0.23,0.68,5.79,FALSE,CHEMBL3629966,Inhibition of human MDM2 (17 to 125 residues) assessed as apparent inhibition constant for reduction in MDM2 interaction with FAM-LTFEHYWAQLTS-CONH2 peptide incubated for 30 mins by fluorescence polarisation assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3627641,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL4583833,,0,654.01,2,6.99,"8a; Table S3, R21C1",CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(NCc2ccc(Br)cc2)cc1,Ki,'=',6600,nM,5.18,,,UO_0000065,7.92,0.17,-1.81,5,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4438701,,0,705.05,2,7.65,13,O=CN(Cc1ccc(OCc2ccc(Br)cc2)cc1)C(C(=O)NC12CC3CC(CC(C3)C1)C2)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',3440,nM,5.46,,,UO_0000065,7.75,0.16,-2.19,4.89,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL2396745,,0,477.9,0,4.41,6,CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(F)c(F)c1,Ki,'=',250,nM,6.6,,,UO_0000065,13.81,0.27,2.19,6.44,FALSE,CHEMBL2400966,Binding affinity to MDM2 (unknown origin) expressed in Escherichia coli BL21(DE3) after 30 mins by fluorescence polarization assay in presence of P4 peptide,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL2396572,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL3965914,,0,538.86,2,5.92,BDBM192167,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccc(Cl)cc1Cl,Ki,'=',10000,nM,5,,344070,UO_0000065,9.28,0.2,-0.92,5.46,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3977757,,0,487.96,0,4.75,BDBM192195,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1ccccc1F,Ki,'=',3,nM,8.52,,344089,UO_0000065,17.47,0.34,3.77,9.31,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3923181,,0,495.89,0,4.55,BDBM192225,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1cc(F)cc(F)c1F,Ki,'=',0.17,nM,9.77,,344121,UO_0000065,19.7,0.39,5.22,9.53,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3735996,,0,511.41,2,8.51,9a,O=C(O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccccc2)c2ccccc2n1Cc1ccc(Cl)cc1,Ki,'=',1800,nM,5.75,,,UO_0000065,11.23,0.22,-2.77,9.9,FALSE,CHEMBL3737093,Competition binding affinity to MDM2 (unknown origin) using p53 mimicking peptide TSFAEYWNLLSP after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3734728,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3265097,,0,371.86,1,5.41,5b,CCCOc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)c(OCCC)c1,Ki,'=',280,nM,6.55,,,UO_0000065,17.62,0.34,1.14,13.78,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL3265103,,0,396.27,1,6.16,1h,COc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)c(-c2ccc(Cl)cc2)c1,Ki,'=',140,nM,6.85,,,UO_0000065,17.3,0.35,0.69,17.88,FALSE,CHEMBL3271858,Binding affinity to MDM2 (1 to 118) (unknown origin) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3259813,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL4285654,,0,586.01,2,6.04,"2e, Diastereomer A",O=C(O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC12CC3CC(CC(C3)C1)C2)N1C(=O)CC1c1cc(F)c(F)c(F)c1,Ki,'=',2000,nM,5.7,,,UO_0000065,9.73,0.19,-0.34,5.56,FALSE,CHEMBL4262315,Inhibition of 5'-FAM-LTFEHYWAQLTS binding to N-terminal domain of recombinant human MDM2 expressed in Escherichia coli BL21(DE3) after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4261503,1,Scientific Literature,MedChemComm,2017,None,
CHEMBL4282240,,0,638.16,2,7.2,"2d, Diastereomer B",O=C(O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC12CC3CC(CC(C3)C1)C2)N1C(=O)CC1c1cccc(OCc2ccccc2)c1,Ki,'=',600,nM,6.22,,,UO_0000065,9.75,0.18,-0.98,5.57,FALSE,CHEMBL4262315,Inhibition of 5'-FAM-LTFEHYWAQLTS binding to N-terminal domain of recombinant human MDM2 expressed in Escherichia coli BL21(DE3) after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4261503,1,Scientific Literature,MedChemComm,2017,None,
CHEMBL4285505,,0,560.05,2,6.03,"2b, Diastereomer A",CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N1C(=O)CC1c1cccc(OCc2ccccc2)c1,Ki,'=',2100,nM,5.68,,,UO_0000065,10.14,0.19,-0.35,5.08,FALSE,CHEMBL4262315,Inhibition of 5'-FAM-LTFEHYWAQLTS binding to N-terminal domain of recombinant human MDM2 expressed in Escherichia coli BL21(DE3) after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4261503,1,Scientific Literature,MedChemComm,2017,None,
CHEMBL4563239,,0,534.06,2,5.35,24,O=CN(CCc1ccccc1)C(C(=O)NC12CC3CC(CC(C3)C1)C2)c1c(C(=O)O)[nH]c2cc(Cl)ccc12,Ki,'=',1720,nM,5.76,,,UO_0000065,10.79,0.21,0.41,5.62,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL191334,NUTLIN-3,0,581.5,2,5.89,Nutlin-3a,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Ki,'=',6.4,nM,8.19,,,UO_0000065,14.09,0.28,2.3,9.82,FALSE,CHEMBL3602307,Inhibition of human MDM2 by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3600357,1,Scientific Literature,J. Med. Chem.,2015,None,
CHEMBL191334,NUTLIN-3,0,581.5,2,5.89,Nutlin-3a,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1,Ki,'=',140,nM,6.85,,,UO_0000065,11.79,0.23,0.96,8.21,FALSE,CHEMBL4156755,Inhibition of MDM2 (unknown origin) preincubated for 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None,
CHEMBL4104110,,0,623.47,2,6.33,18,O=C(O)CCC(=O)NCCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1,Ki,'=',54,nM,7.27,,,UO_0000065,11.66,0.23,0.94,5.75,FALSE,CHEMBL4052447,Binding affinity to human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) after 15 mins in presence of 5-FAM-LTFEHYWAQLTS by FP assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4049459,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3260849,,0,582.48,2,6.37,6e; YH300,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)cc2)cc1,Ki,'=',600,nM,6.22,,,UO_0000065,10.68,0.21,-0.15,5.57,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4557259,,0,624.14,2,7.38,6u,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1,Ki,'=',570,nM,6.24,,,UO_0000065,10,0.19,-1.14,5.59,FALSE,CHEMBL4362816,Displacement of 5'FAM-LTFEHYWAQLTS from human recombinant N-terminal domain of MDM2 (1 to 118 residues) expressed in Escherichia coli BL21 (DE3) cells measured after 15 mins by fluorescence polarization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359887,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4170591,,0,635.03,2,8.71,1h,O=C(O)c1[nH]c2cc(Cl)ccc2c1C1C(=O)NCCCCCCCCCCCCCC(=O)N1Cc1ccc(Cl)c(Cl)c1,Ki,'=',80,nM,7.1,,,UO_0000065,11.18,0.23,-1.61,6.92,FALSE,CHEMBL4135533,Displacement of 5'FAM-LTFEHYWAQLTS from recombinant human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21-CodonPlus(DE3)-RIL after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130521,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4177057,,0,634.14,2,8.21,1ja,O=C(O)c1[nH]c2cc(Cl)ccc2c1[C@@H]1C(=O)NCCCCCCCCCCCCCCC(=O)N1Cc1cc(F)c(F)c(F)c1,Ki,'=',90,nM,7.05,,,UO_0000065,11.11,0.22,-1.16,6.87,FALSE,CHEMBL4135533,Displacement of 5'FAM-LTFEHYWAQLTS from recombinant human N-terminal MDM2 (1 to 118 residues) expressed in Escherichia coli BL21-CodonPlus(DE3)-RIL after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130521,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL3290674,,0,558.39,2,7.11,7f,CC(C)OC1=C(C(=O)c2ccccc2)C(c2ccc(Br)cc2)N(Cc2ccc(C(F)(F)F)cc2)C1=O,Ki,'=',1720,nM,5.76,,,UO_0000065,10.32,0.22,-1.35,12.37,FALSE,CHEMBL3294652,Binding affinity to MDM2 (unknown origin) assessed as inhibition of interaction with p53 after 1 hr by fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3286092,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL4075234,,0,529,2,5.91,2.1,O=C(O)c1[nH]c2cc(Cl)ccc2c1C(NC1CCCC1)c1nnnn1-c1cccc(Oc2ccccc2)c1,Ki,'=',4380,nM,5.36,,,UO_0000065,10.13,0.19,-0.55,4.54,FALSE,CHEMBL4003037,Inhibition of 5'--FAM-LTFEHYWAQLTS peptide binding to N-terminal domain human MDM2 (1 to 118 residues) expressed in Escherichia coli BL21(DE3) measured after 15 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL2381408,SAR-405838,1,562.51,2,5.3,SAR405838; MI-77301,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,Ki,'=',0.88,nM,9.06,,,UO_0000065,16.1,0.33,3.76,10.01,TRUE,CHEMBL4267481,Inhibition of FAM-tagged p53-based fluorescent probe binding to human His-tagged MDM2 (1 to 118 residues) after 15 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4265913,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3693981,,0,583.45,2,5.51,47,O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cn1,Ki,'=',1,nM,9,,,UO_0000065,15.43,0.31,3.49,7.47,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4101818,,0,515.42,2,6.19,23,Cc1noc([C@H]2[C@H](c3cccc(Cl)c3F)[C@]3(C(=O)Nc4cc(Cl)ccc43)C3(CCCCC3)N2C)n1,Ki,'=',81.2,nM,7.09,,,UO_0000065,13.76,0.28,0.9,9.95,FALSE,CHEMBL4011380,Inhibition of FAM-tagged p53-based PMDM6-F peptide binding to human recombinant His-tagged MDM2 (1 to 118 residues) after 30 mins by fluorescence polarization assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4007507,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3944526,,0,523.94,2,5.03,BDBM192207,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC(C)(C)C)N(C=O)Cc1cc(F)cc(F)c1F,Ki,'=',2.5,nM,8.6,,344101,UO_0000065,16.42,0.33,3.57,9.4,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
CHEMBL3347628,,0,551.49,2,5.04,"16, MI-219",CC(C)(C)C[C@H]1C[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,Ki,'=',5,nM,8.3,,,UO_0000065,15.05,0.31,3.26,8.41,FALSE,CHEMBL3391056,Competitive binding affinity to human recombinant MDM2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3390840,1,Scientific Literature,MedChemComm,2011,None,
CHEMBL3260849,,0,582.48,2,6.37,1,CC(C)(C)NC(=O)C(c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)cc2)cc1,Ki,'=',600,nM,6.22,,,UO_0000065,10.68,0.21,-0.15,5.57,TRUE,CHEMBL4003040,Inhibition of fluorescent P4 peptide binding to human MDM2 (18 to 111 or 1 to 125 residues) expressed in Escherichia coli BL21(DE3) Rosetta measured after 30 mins by fluorescence polarization assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL4002567,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3955206,,0,578.92,2,6.84,BDBM192158,CCOC(=O)c1[nH]c2cc(Cl)ccc2c1C(C(=O)NC1CCCCC1)N(Cc1ccc(Cl)c(Cl)c1)C(C)=O,Ki,'=',9000,nM,5.05,,344063,UO_0000065,8.72,0.18,-1.79,5.51,FALSE,CHEMBL3887590,"Fluorescence Polarization (FP) Assay: Fluorescent polarization experiments were performed as follows. Briefly, the fluorescence polarization experiments were read on an Ultra Evolution 384-well plate reader (Tecan) with the 485 nm excitation and 535 nm emission filters. The fluorescence intensities parallel (Intparallel) and perpendicular (Intperpedicular) to the plane of excitation were measured in parallel perpendicular black 384-well NBS assay plates (Corning) at room temperature (20?? C). The background fluorescence intensities of blank samples containing the references buffer were subtracted and steady-state fluorescence polarization was calculated using the equation: P=(Intparallel Gintperpendicular)/(Intparallel+Gintperpendicular), and the correction factor G (G=0.998 determined empirically) was introduced to eliminate differences in the transmission of vertically and horizontally polarized light. All fluorescence polarization values were expressed in millipolarization units (mP).",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL5023,p53-binding protein Mdm-2,Homo sapiens,SINGLE PROTEIN,CHEMBL3886366,37,BindingDB Database,,2015,None,
